YEAR,MONTH,DAY,HOUR,timestamp,clear_sky_irradiance,direct_radiation,temperature_2m,wind_speed_10m,relative_humidity_2m,cloud_cover,solar_power_kw
2025,6,18,6,2025-06-18 06:00:00,134.69,94.86,25.68,3.87,70.41,39.43,49.19
2025,6,18,7,2025-06-18 07:00:00,350.01,278.45,27.9,6.06,68.62,27.26,127.39
2025,6,18,8,2025-06-18 08:00:00,550.66,314.47,27.65,4.55,68.26,57.19,155.46
2025,6,18,9,2025-06-18 09:00:00,722.96,442.1,28.55,4.1,64.95,51.8,218.94
2025,6,18,10,2025-06-18 10:00:00,855.18,574.14,29.13,6.29,57.22,43.82,278.47
2025,6,18,11,2025-06-18 11:00:00,938.29,523.43,30.87,5.61,64.64,58.95,247.29
2025,6,18,12,2025-06-18 12:00:00,966.64,618.06,31.97,3.44,61.73,48.08,287.66
2025,6,18,13,2025-06-18 13:00:00,938.29,652.21,34.28,2.09,59.06,40.65,301.17
2025,6,18,14,2025-06-18 14:00:00,855.18,479.98,34.23,2.75,58.78,58.5,224.25
2025,6,18,15,2025-06-18 15:00:00,722.96,566.0,34.4,2.54,53.21,28.95,256.75
2025,6,18,16,2025-06-18 16:00:00,550.66,323.67,33.85,1.08,56.93,54.96,153.98
2025,6,18,17,2025-06-18 17:00:00,350.01,205.03,33.32,1.65,60.69,55.23,96.11
2025,6,18,18,2025-06-18 18:00:00,134.69,99.72,32.62,3.18,59.53,34.62,53.48
2025,6,18,19,2025-06-18 19:00:00,0.0,0.0,31.9,2.6,62.51,31.85,0.0
2025,6,18,20,2025-06-18 20:00:00,0.0,0.0,30.65,2.46,65.33,45.71,0.0
2025,6,18,21,2025-06-18 21:00:00,0.0,0.0,30.18,2.61,63.96,50.1,0.0
2025,6,18,22,2025-06-18 22:00:00,0.0,0.0,26.92,2.44,68.72,43.57,0.0
2025,6,18,23,2025-06-18 23:00:00,0.0,0.0,27.52,2.82,70.57,49.73,0.0
2025,6,19,0,2025-06-19 00:00:00,0.0,0.0,25.55,3.83,63.56,31.79,0.0
2025,6,19,1,2025-06-19 01:00:00,0.0,0.0,25.65,3.34,65.53,54.76,0.0
2025,6,19,2,2025-06-19 02:00:00,0.0,0.0,24.97,4.98,68.15,48.91,0.0
2025,6,19,3,2025-06-19 03:00:00,0.0,0.0,24.83,3.65,72.86,29.85,0.0
2025,6,19,4,2025-06-19 04:00:00,0.0,0.0,25.3,4.34,74.98,50.53,0.0
2025,6,19,5,2025-06-19 05:00:00,0.0,0.0,23.82,4.52,71.44,29.21,0.0
2025,6,19,6,2025-06-19 06:00:00,134.78,96.0,26.09,4.69,73.33,38.36,44.95
2025,6,19,7,2025-06-19 07:00:00,350.04,257.73,24.98,5.34,66.24,35.16,125.28
2025,6,19,8,2025-06-19 08:00:00,550.63,308.9,28.28,4.54,62.62,58.54,144.21
2025,6,19,9,2025-06-19 09:00:00,722.89,563.75,31.81,4.39,70.54,29.35,263.78
2025,6,19,10,2025-06-19 10:00:00,855.06,630.38,30.35,4.74,62.37,35.04,299.86
2025,6,19,11,2025-06-19 11:00:00,938.15,612.32,32.24,2.47,62.31,46.31,288.02
2025,6,19,12,2025-06-19 12:00:00,966.49,688.76,33.45,2.76,58.34,38.32,321.67
2025,6,19,13,2025-06-19 13:00:00,938.15,723.49,33.24,2.68,56.21,30.51,330.18
2025,6,19,14,2025-06-19 14:00:00,855.06,534.71,34.14,2.04,59.92,49.95,252.02
2025,6,19,15,2025-06-19 15:00:00,722.89,401.49,33.51,2.7,59.16,59.28,185.64
2025,6,19,16,2025-06-19 16:00:00,550.63,341.71,35.87,4.22,57.89,50.59,159.15
2025,6,19,17,2025-06-19 17:00:00,350.04,229.68,32.94,2.0,61.58,45.85,100.92
2025,6,19,18,2025-06-19 18:00:00,134.78,93.76,32.52,1.9,64.56,40.58,41.28
2025,6,19,19,2025-06-19 19:00:00,0.0,0.0,31.79,1.81,67.19,32.48,0.0
2025,6,19,20,2025-06-19 20:00:00,0.0,0.0,30.78,2.64,66.83,56.1,0.0
2025,6,19,21,2025-06-19 21:00:00,0.0,0.0,30.1,2.75,64.13,34.03,0.0
2025,6,19,22,2025-06-19 22:00:00,0.0,0.0,28.9,3.14,65.76,38.0,0.0
2025,6,19,23,2025-06-19 23:00:00,0.0,0.0,24.98,2.58,66.0,34.51,0.0
2025,6,20,0,2025-06-20 00:00:00,0.0,0.0,26.81,2.95,65.42,43.19,0.0
2025,6,20,1,2025-06-20 01:00:00,0.0,0.0,25.19,3.84,70.93,26.02,0.0
2025,6,20,2,2025-06-20 02:00:00,0.0,0.0,25.28,4.41,73.81,54.65,0.0
2025,6,20,3,2025-06-20 03:00:00,0.0,0.0,25.26,3.6,71.52,51.01,0.0
2025,6,20,4,2025-06-20 04:00:00,0.0,0.0,25.44,4.9,69.64,54.62,0.0
2025,6,20,5,2025-06-20 05:00:00,0.0,0.0,27.42,3.72,73.14,55.74,0.0
2025,6,20,6,2025-06-20 06:00:00,134.83,81.52,25.96,4.06,66.31,52.72,39.93
2025,6,20,7,2025-06-20 07:00:00,350.04,238.81,28.27,4.04,69.5,42.37,109.65
2025,6,20,8,2025-06-20 08:00:00,550.6,368.41,27.97,4.63,66.13,44.12,174.62
2025,6,20,9,2025-06-20 09:00:00,722.81,571.73,29.41,3.63,65.05,27.87,271.79
2025,6,20,10,2025-06-20 10:00:00,854.96,670.8,31.74,3.9,61.35,28.72,312.06
2025,6,20,11,2025-06-20 11:00:00,938.03,765.8,32.09,4.53,63.27,24.48,361.73
2025,6,20,12,2025-06-20 12:00:00,966.37,754.46,32.25,4.59,61.54,29.24,344.8
2025,6,20,13,2025-06-20 13:00:00,938.03,630.27,34.37,3.39,62.38,43.75,292.47
2025,6,20,14,2025-06-20 14:00:00,854.96,476.32,34.28,3.4,54.16,59.05,215.47
2025,6,20,15,2025-06-20 15:00:00,722.81,569.81,34.47,3.38,64.84,28.22,264.14
2025,6,20,16,2025-06-20 16:00:00,550.6,343.72,34.62,1.67,59.12,50.1,158.25
2025,6,20,17,2025-06-20 17:00:00,350.04,195.34,33.88,2.37,58.59,58.93,83.56
2025,6,20,18,2025-06-20 18:00:00,134.83,90.6,33.33,1.65,56.1,43.74,45.17
2025,6,20,19,2025-06-20 19:00:00,0.0,0.0,32.65,2.86,60.3,37.6,0.0
2025,6,20,20,2025-06-20 20:00:00,0.0,0.0,30.91,2.4,59.75,30.14,0.0
2025,6,20,21,2025-06-20 21:00:00,0.0,0.0,29.01,0.74,62.11,57.73,0.0
2025,6,20,22,2025-06-20 22:00:00,0.0,0.0,28.28,2.54,67.52,47.55,0.0
2025,6,20,23,2025-06-20 23:00:00,0.0,0.0,27.82,4.45,67.64,46.16,0.0
2025,6,21,0,2025-06-21 00:00:00,0.0,0.0,25.46,2.65,65.06,31.35,0.0
2025,6,21,1,2025-06-21 01:00:00,0.0,0.0,25.32,0.73,68.06,25.1,0.0
2025,6,21,2,2025-06-21 02:00:00,0.0,0.0,25.5,2.42,67.03,43.47,0.0
2025,6,21,3,2025-06-21 03:00:00,0.0,0.0,24.0,3.17,75.51,52.29,0.0
2025,6,21,4,2025-06-21 04:00:00,0.0,0.0,25.69,4.71,68.07,55.41,0.0
2025,6,21,5,2025-06-21 05:00:00,0.0,0.0,25.57,4.13,70.48,56.67,0.0
2025,6,21,6,2025-06-21 06:00:00,134.84,103.39,25.42,6.35,65.65,31.1,50.2
2025,6,21,7,2025-06-21 07:00:00,350.03,282.53,27.16,4.72,66.17,25.71,137.95
2025,6,21,8,2025-06-21 08:00:00,550.55,327.23,28.74,3.13,63.22,54.08,153.05
2025,6,21,9,2025-06-21 09:00:00,722.74,516.69,30.25,4.11,64.66,38.01,240.89
2025,6,21,10,2025-06-21 10:00:00,854.87,584.46,31.62,2.95,67.77,42.17,274.13
2025,6,21,11,2025-06-21 11:00:00,937.93,662.59,32.76,3.9,63.49,39.14,309.82
2025,6,21,12,2025-06-21 12:00:00,966.26,663.32,31.76,3.95,57.7,41.8,317.39
2025,6,21,13,2025-06-21 13:00:00,937.93,626.87,32.47,3.05,59.13,44.22,293.28
2025,6,21,14,2025-06-21 14:00:00,854.87,590.05,35.67,3.26,57.81,41.3,265.33
2025,6,21,15,2025-06-21 15:00:00,722.74,543.25,35.2,2.69,58.34,33.11,254.19
2025,6,21,16,2025-06-21 16:00:00,550.55,419.68,34.85,1.31,57.56,31.69,189.05
2025,6,21,17,2025-06-21 17:00:00,350.03,230.13,34.7,3.58,62.26,45.67,107.52
2025,6,21,18,2025-06-21 18:00:00,134.84,80.78,35.0,4.21,59.93,53.45,42.21
2025,6,21,19,2025-06-21 19:00:00,0.0,0.0,31.13,1.19,60.26,54.51,0.0
2025,6,21,20,2025-06-21 20:00:00,0.0,0.0,31.05,2.29,65.85,40.8,0.0
2025,6,21,21,2025-06-21 21:00:00,0.0,0.0,29.24,3.03,65.26,54.89,0.0
2025,6,21,22,2025-06-21 22:00:00,0.0,0.0,28.91,1.19,67.03,26.13,0.0
2025,6,21,23,2025-06-21 23:00:00,0.0,0.0,25.17,3.9,68.23,45.32,0.0
2025,6,22,0,2025-06-22 00:00:00,0.0,0.0,26.12,2.22,72.46,55.21,0.0
2025,6,22,1,2025-06-22 01:00:00,0.0,0.0,25.81,5.34,70.1,25.93,0.0
2025,6,22,2,2025-06-22 02:00:00,0.0,0.0,24.69,3.99,67.35,26.44,0.0
2025,6,22,3,2025-06-22 03:00:00,0.0,0.0,24.83,5.18,68.25,53.2,0.0
2025,6,22,4,2025-06-22 04:00:00,0.0,0.0,24.32,4.57,68.91,22.61,0.0
2025,6,22,5,2025-06-22 05:00:00,0.0,0.0,25.89,3.9,70.4,40.99,0.0
2025,6,22,6,2025-06-22 06:00:00,134.82,79.22,25.35,3.98,74.52,54.98,43.76
2025,6,22,7,2025-06-22 07:00:00,349.98,280.46,27.77,3.94,69.66,26.49,135.78
2025,6,22,8,2025-06-22 08:00:00,550.49,319.4,29.69,4.43,62.61,55.97,155.26
2025,6,22,9,2025-06-22 09:00:00,722.67,463.49,29.51,4.28,68.63,47.82,223.69
2025,6,22,10,2025-06-22 10:00:00,854.78,623.89,32.51,3.43,64.34,36.02,295.14
2025,6,22,11,2025-06-22 11:00:00,937.83,639.0,31.58,3.14,60.23,42.49,304.75
2025,6,22,12,2025-06-22 12:00:00,966.16,797.06,34.02,3.48,59.11,23.34,373.82
2025,6,22,13,2025-06-22 13:00:00,937.83,663.31,32.81,2.96,61.0,39.03,308.5
2025,6,22,14,2025-06-22 14:00:00,854.78,603.9,35.44,1.85,55.69,39.13,283.09
2025,6,22,15,2025-06-22 15:00:00,722.67,599.4,35.18,3.66,54.99,22.74,278.52
2025,6,22,16,2025-06-22 16:00:00,550.49,411.17,34.98,2.35,59.16,33.74,190.59
2025,6,22,17,2025-06-22 17:00:00,349.98,216.54,34.22,3.57,60.01,50.84,99.67
2025,6,22,18,2025-06-22 18:00:00,134.82,84.89,34.3,1.85,60.72,49.37,37.98
2025,6,22,19,2025-06-22 19:00:00,0.0,0.0,32.11,3.42,64.08,37.37,0.0
2025,6,22,20,2025-06-22 20:00:00,0.0,0.0,32.13,1.79,61.0,27.13,0.0
2025,6,22,21,2025-06-22 21:00:00,0.0,0.0,30.19,2.06,58.38,30.97,0.0
2025,6,22,22,2025-06-22 22:00:00,0.0,0.0,28.26,2.02,67.11,49.71,0.0
2025,6,22,23,2025-06-22 23:00:00,0.0,0.0,27.94,3.29,69.79,54.97,0.0
2025,6,23,0,2025-06-23 00:00:00,0.0,0.0,25.29,4.85,66.56,40.04,0.0
2025,6,23,1,2025-06-23 01:00:00,0.0,0.0,24.33,4.08,70.95,22.74,0.0
2025,6,23,2,2025-06-23 02:00:00,0.0,0.0,23.21,3.75,68.25,32.45,0.0
2025,6,23,3,2025-06-23 03:00:00,0.0,0.0,25.68,4.4,68.62,55.3,0.0
2025,6,23,4,2025-06-23 04:00:00,0.0,0.0,24.55,5.09,64.7,40.91,0.0
2025,6,23,5,2025-06-23 05:00:00,0.0,0.0,24.79,5.07,65.43,48.56,0.0
2025,6,23,6,2025-06-23 06:00:00,134.76,105.67,26.72,4.2,67.51,28.78,46.52
2025,6,23,7,2025-06-23 07:00:00,349.92,232.28,25.95,4.52,75.02,44.83,111.95
2025,6,23,8,2025-06-23 08:00:00,550.42,354.23,28.65,4.44,63.3,47.52,171.31
2025,6,23,9,2025-06-23 09:00:00,722.59,468.29,29.44,4.72,65.69,46.92,221.58
2025,6,23,10,2025-06-23 10:00:00,854.7,587.09,30.75,3.72,62.83,41.75,274.33
2025,6,23,11,2025-06-23 11:00:00,937.75,659.64,31.24,5.21,54.15,39.54,310.67
2025,6,23,12,2025-06-23 12:00:00,966.08,797.78,32.76,2.85,60.49,23.23,373.6
2025,6,23,13,2025-06-23 13:00:00,937.75,554.82,31.68,3.76,57.62,54.45,262.5
2025,6,23,14,2025-06-23 14:00:00,854.7,580.15,34.38,2.53,61.28,42.83,272.21
2025,6,23,15,2025-06-23 15:00:00,722.59,446.65,33.94,1.8,55.98,50.92,209.03
2025,6,23,16,2025-06-23 16:00:00,550.42,428.25,35.34,2.72,55.68,29.59,199.6
2025,6,23,17,2025-06-23 17:00:00,349.92,217.26,33.38,2.44,60.03,50.55,97.57
2025,6,23,18,2025-06-23 18:00:00,134.76,101.36,33.04,1.44,56.24,33.05,52.56
2025,6,23,19,2025-06-23 19:00:00,0.0,0.0,32.86,3.1,64.71,49.66,0.0
2025,6,23,20,2025-06-23 20:00:00,0.0,0.0,30.62,1.97,67.53,41.86,0.0
2025,6,23,21,2025-06-23 21:00:00,0.0,0.0,29.93,1.9,65.85,56.08,0.0
2025,6,23,22,2025-06-23 22:00:00,0.0,0.0,28.13,3.24,69.59,22.66,0.0
2025,6,23,23,2025-06-23 23:00:00,0.0,0.0,26.96,3.83,74.5,36.31,0.0
2025,6,24,0,2025-06-24 00:00:00,0.0,0.0,25.59,3.41,63.58,27.46,0.0
2025,6,24,1,2025-06-24 01:00:00,0.0,0.0,24.59,5.58,75.66,33.96,0.0
2025,6,24,2,2025-06-24 02:00:00,0.0,0.0,25.73,3.12,73.88,22.65,0.0
2025,6,24,3,2025-06-24 03:00:00,0.0,0.0,26.19,4.28,68.32,52.65,0.0
2025,6,24,4,2025-06-24 04:00:00,0.0,0.0,26.04,4.23,65.98,49.22,0.0
2025,6,24,5,2025-06-24 05:00:00,0.0,0.0,26.07,5.63,70.64,53.09,0.0
2025,6,24,6,2025-06-24 06:00:00,134.66,99.62,26.14,5.95,67.89,34.7,46.37
2025,6,24,7,2025-06-24 07:00:00,349.83,270.06,26.62,5.31,65.55,30.4,123.12
2025,6,24,8,2025-06-24 08:00:00,550.34,397.12,27.48,4.76,62.08,37.12,188.46
2025,6,24,9,2025-06-24 09:00:00,722.52,566.6,30.15,4.98,67.63,28.77,270.25
2025,6,24,10,2025-06-24 10:00:00,854.64,631.55,29.69,4.65,64.53,34.8,300.33
2025,6,24,11,2025-06-24 11:00:00,937.69,748.78,30.8,4.32,56.75,26.86,352.78
2025,6,24,12,2025-06-24 12:00:00,966.02,792.6,34.45,3.11,61.86,23.94,367.45
2025,6,24,13,2025-06-24 13:00:00,937.69,663.34,33.68,4.25,62.32,39.01,306.21
2025,6,24,14,2025-06-24 14:00:00,854.64,702.44,34.18,2.09,61.63,23.74,327.18
2025,6,24,15,2025-06-24 15:00:00,722.52,433.51,32.37,4.09,62.58,53.33,199.8
2025,6,24,16,2025-06-24 16:00:00,550.34,399.9,33.92,4.18,58.82,36.45,186.61
2025,6,24,17,2025-06-24 17:00:00,349.83,270.43,34.5,1.57,62.99,30.26,131.31
2025,6,24,18,2025-06-24 18:00:00,134.66,79.84,33.67,3.17,55.88,54.29,34.02
2025,6,24,19,2025-06-24 19:00:00,0.0,0.0,30.66,3.59,59.63,22.29,0.0
2025,6,24,20,2025-06-24 20:00:00,0.0,0.0,29.59,2.56,67.71,27.66,0.0
2025,6,24,21,2025-06-24 21:00:00,0.0,0.0,29.32,2.89,61.1,29.08,0.0
2025,6,24,22,2025-06-24 22:00:00,0.0,0.0,27.4,1.63,68.24,24.88,0.0
2025,6,24,23,2025-06-24 23:00:00,0.0,0.0,28.58,4.05,70.35,24.18,0.0
2025,6,25,0,2025-06-25 00:00:00,0.0,0.0,27.99,4.35,70.21,37.13,0.0
2025,6,25,1,2025-06-25 01:00:00,0.0,0.0,25.06,4.07,68.7,40.17,0.0
2025,6,25,2,2025-06-25 02:00:00,0.0,0.0,23.61,3.9,71.83,46.2,0.0
2025,6,25,3,2025-06-25 03:00:00,0.0,0.0,25.28,3.42,75.31,30.96,0.0
2025,6,25,4,2025-06-25 04:00:00,0.0,0.0,23.43,2.89,70.86,31.16,0.0
2025,6,25,5,2025-06-25 05:00:00,0.0,0.0,26.72,4.14,73.54,45.36,0.0
2025,6,25,6,2025-06-25 06:00:00,134.53,113.98,25.94,4.82,67.69,20.36,52.21
2025,6,25,7,2025-06-25 07:00:00,349.72,206.62,27.5,5.26,65.67,54.56,99.11
2025,6,25,8,2025-06-25 08:00:00,550.25,452.81,27.95,5.18,65.74,23.61,214.15
2025,6,25,9,2025-06-25 09:00:00,722.44,467.91,29.94,4.24,70.3,46.98,223.68
2025,6,25,10,2025-06-25 10:00:00,854.58,695.23,30.61,5.32,65.78,24.86,331.65
2025,6,25,11,2025-06-25 11:00:00,937.64,735.6,32.94,3.93,64.24,28.73,344.55
2025,6,25,12,2025-06-25 12:00:00,965.97,626.17,32.6,3.32,63.34,46.9,284.6
2025,6,25,13,2025-06-25 13:00:00,937.64,794.96,33.86,4.57,54.17,20.29,367.09
2025,6,25,14,2025-06-25 14:00:00,854.58,541.77,33.41,1.93,67.1,48.8,249.7
2025,6,25,15,2025-06-25 15:00:00,722.44,588.33,34.59,3.19,63.34,24.75,274.92
2025,6,25,16,2025-06-25 16:00:00,550.25,441.26,32.24,3.49,60.81,26.41,197.6
2025,6,25,17,2025-06-25 17:00:00,349.72,208.1,33.89,3.95,58.7,54.0,93.45
2025,6,25,18,2025-06-25 18:00:00,134.53,97.04,33.44,0.5,60.1,37.15,41.14
2025,6,25,19,2025-06-25 19:00:00,0.0,0.0,32.87,2.35,63.09,47.1,0.0
2025,6,25,20,2025-06-25 20:00:00,0.0,0.0,30.62,1.76,60.63,22.89,0.0
2025,6,25,21,2025-06-25 21:00:00,0.0,0.0,29.15,2.26,55.4,36.28,0.0
2025,6,25,22,2025-06-25 22:00:00,0.0,0.0,29.61,2.45,66.36,43.64,0.0
2025,6,25,23,2025-06-25 23:00:00,0.0,0.0,25.91,2.8,66.91,21.32,0.0
2025,6,26,0,2025-06-26 00:00:00,0.0,0.0,27.71,4.3,66.52,30.07,0.0
2025,6,26,1,2025-06-26 01:00:00,0.0,0.0,25.43,3.13,71.82,36.03,0.0
2025,6,26,2,2025-06-26 02:00:00,0.0,0.0,26.79,4.76,73.23,42.9,0.0
2025,6,26,3,2025-06-26 03:00:00,0.0,0.0,24.88,4.98,75.2,20.11,0.0
2025,6,26,4,2025-06-26 04:00:00,0.0,0.0,24.72,3.57,67.45,40.03,0.0
2025,6,26,5,2025-06-26 05:00:00,0.0,0.0,25.2,5.32,69.33,21.79,0.0
2025,6,26,6,2025-06-26 06:00:00,134.36,108.36,24.85,4.24,66.95,25.8,49.92
2025,6,26,7,2025-06-26 07:00:00,349.59,209.72,26.39,4.05,68.64,53.34,98.27
2025,6,26,8,2025-06-26 08:00:00,550.15,455.44,28.45,3.37,70.88,22.95,219.56
2025,6,26,9,2025-06-26 09:00:00,722.37,516.66,29.07,3.59,61.74,37.97,245.41
2025,6,26,10,2025-06-26 10:00:00,854.52,596.92,31.99,3.39,58.65,40.19,278.97
2025,6,26,11,2025-06-26 11:00:00,937.6,610.24,32.37,4.09,64.82,46.55,286.92
2025,6,26,12,2025-06-26 12:00:00,965.93,737.37,33.7,2.18,59.29,31.55,345.91
2025,6,26,13,2025-06-26 13:00:00,937.6,697.63,33.69,1.92,62.83,34.13,319.1
2025,6,26,14,2025-06-26 14:00:00,854.52,689.52,34.44,3.59,59.98,25.75,319.56
2025,6,26,15,2025-06-26 15:00:00,722.37,615.03,34.5,1.7,62.59,19.81,289.16
2025,6,26,16,2025-06-26 16:00:00,550.15,373.0,34.27,3.4,60.37,42.93,171.02
2025,6,26,17,2025-06-26 17:00:00,349.59,281.95,34.09,3.49,63.16,25.8,126.28
2025,6,26,18,2025-06-26 18:00:00,134.36,103.59,34.32,1.51,58.25,30.54,45.67
2025,6,26,19,2025-06-26 19:00:00,0.0,0.0,32.25,3.87,66.21,46.86,0.0
2025,6,26,20,2025-06-26 20:00:00,0.0,0.0,31.28,2.73,60.18,36.42,0.0
2025,6,26,21,2025-06-26 21:00:00,0.0,0.0,28.77,2.39,62.34,49.42,0.0
2025,6,26,22,2025-06-26 22:00:00,0.0,0.0,28.82,1.55,64.75,43.43,0.0
2025,6,26,23,2025-06-26 23:00:00,0.0,0.0,27.78,3.76,74.41,35.9,0.0
2025,6,27,0,2025-06-27 00:00:00,0.0,0.0,26.07,3.91,63.92,28.15,0.0
2025,6,27,1,2025-06-27 01:00:00,0.0,0.0,24.93,3.56,69.72,22.47,0.0
2025,6,27,2,2025-06-27 02:00:00,0.0,0.0,25.68,4.64,69.41,42.27,0.0
2025,6,27,3,2025-06-27 03:00:00,0.0,0.0,26.06,4.1,71.25,20.28,0.0
2025,6,27,4,2025-06-27 04:00:00,0.0,0.0,24.14,6.89,68.3,51.56,0.0
2025,6,27,5,2025-06-27 05:00:00,0.0,0.0,24.53,2.8,63.99,44.35,0.0
2025,6,27,6,2025-06-27 06:00:00,134.16,84.32,26.14,4.42,72.74,49.53,38.5
2025,6,27,7,2025-06-27 07:00:00,349.43,289.53,27.68,5.1,66.45,22.86,137.81
2025,6,27,8,2025-06-27 08:00:00,550.04,444.32,28.84,4.98,66.51,25.63,212.73
2025,6,27,9,2025-06-27 09:00:00,722.3,591.53,29.25,6.23,68.62,24.14,281.41
2025,6,27,10,2025-06-27 10:00:00,854.48,605.49,31.8,4.04,67.18,38.85,280.1
2025,6,27,11,2025-06-27 11:00:00,937.57,650.91,31.46,3.64,58.6,40.77,300.85
2025,6,27,12,2025-06-27 12:00:00,965.92,588.74,33.54,3.31,55.33,52.06,275.83
2025,6,27,13,2025-06-27 13:00:00,937.57,600.44,33.21,2.46,55.88,47.94,279.96
2025,6,27,14,2025-06-27 14:00:00,854.48,557.52,34.62,3.36,63.79,46.34,253.03
2025,6,27,15,2025-06-27 15:00:00,722.3,597.73,35.18,3.43,55.48,22.99,283.42
2025,6,27,16,2025-06-27 16:00:00,550.04,333.59,32.84,2.33,63.18,52.47,156.01
2025,6,27,17,2025-06-27 17:00:00,349.43,294.56,33.51,1.43,60.56,20.94,129.96
2025,6,27,18,2025-06-27 18:00:00,134.16,97.24,32.57,3.5,59.79,36.69,47.74
2025,6,27,19,2025-06-27 19:00:00,0.0,0.0,32.81,1.32,57.89,34.4,0.0
2025,6,27,20,2025-06-27 20:00:00,0.0,0.0,31.34,2.83,63.32,31.72,0.0
2025,6,27,21,2025-06-27 21:00:00,0.0,0.0,30.15,2.6,65.79,48.63,0.0
2025,6,27,22,2025-06-27 22:00:00,0.0,0.0,27.52,1.87,67.49,43.67,0.0
2025,6,27,23,2025-06-27 23:00:00,0.0,0.0,27.45,3.54,61.58,26.67,0.0
2025,6,28,0,2025-06-28 00:00:00,0.0,0.0,26.12,3.11,72.12,45.66,0.0
2025,6,28,1,2025-06-28 01:00:00,0.0,0.0,25.56,4.23,69.77,49.0,0.0
2025,6,28,2,2025-06-28 02:00:00,0.0,0.0,24.53,4.72,73.34,31.11,0.0
2025,6,28,3,2025-06-28 03:00:00,0.0,0.0,25.41,4.86,71.09,51.36,0.0
2025,6,28,4,2025-06-28 04:00:00,0.0,0.0,24.02,3.86,69.45,31.69,0.0
2025,6,28,5,2025-06-28 05:00:00,0.0,0.0,25.16,5.62,73.19,25.01,0.0
2025,6,28,6,2025-06-28 06:00:00,133.92,114.23,26.63,5.53,68.83,19.6,57.32
2025,6,28,7,2025-06-28 07:00:00,349.25,236.77,25.48,5.77,67.54,42.94,111.9
2025,6,28,8,2025-06-28 08:00:00,549.91,480.04,28.42,4.39,64.58,16.94,227.88
2025,6,28,9,2025-06-28 09:00:00,722.23,528.09,28.94,5.05,67.18,35.84,249.58
2025,6,28,10,2025-06-28 10:00:00,854.45,634.28,31.43,3.8,60.3,34.36,296.88
2025,6,28,11,2025-06-28 11:00:00,937.56,799.75,32.07,4.48,57.02,19.6,372.06
2025,6,28,12,2025-06-28 12:00:00,965.91,691.7,33.42,3.44,63.94,37.85,317.76
2025,6,28,13,2025-06-28 13:00:00,937.56,619.73,33.33,2.57,55.04,45.2,286.13
2025,6,28,14,2025-06-28 14:00:00,854.45,692.9,33.87,3.38,63.88,25.21,328.46
2025,6,28,15,2025-06-28 15:00:00,722.23,529.15,34.94,2.61,54.06,35.65,242.54
2025,6,28,16,2025-06-28 16:00:00,549.91,399.5,34.19,2.0,56.96,36.47,177.32
2025,6,28,17,2025-06-28 17:00:00,349.25,246.35,34.51,2.62,60.24,39.29,115.25
2025,6,28,18,2025-06-28 18:00:00,133.92,83.96,33.82,2.52,56.74,49.74,41.91
2025,6,28,19,2025-06-28 19:00:00,0.0,0.0,32.21,2.29,59.26,50.64,0.0
2025,6,28,20,2025-06-28 20:00:00,0.0,0.0,30.98,2.72,65.32,42.31,0.0
2025,6,28,21,2025-06-28 21:00:00,0.0,0.0,29.65,3.45,65.54,20.16,0.0
2025,6,28,22,2025-06-28 22:00:00,0.0,0.0,28.51,2.99,68.35,34.82,0.0
2025,6,28,23,2025-06-28 23:00:00,0.0,0.0,26.21,3.89,66.44,49.43,0.0
2025,6,29,0,2025-06-29 00:00:00,0.0,0.0,26.82,4.09,62.98,32.73,0.0
2025,6,29,1,2025-06-29 01:00:00,0.0,0.0,26.75,3.7,68.51,40.21,0.0
2025,6,29,2,2025-06-29 02:00:00,0.0,0.0,25.76,4.75,66.8,22.7,0.0
2025,6,29,3,2025-06-29 03:00:00,0.0,0.0,25.85,3.46,72.5,29.74,0.0
2025,6,29,4,2025-06-29 04:00:00,0.0,0.0,24.71,6.31,69.93,43.87,0.0
2025,6,29,5,2025-06-29 05:00:00,0.0,0.0,25.34,3.45,70.52,36.29,0.0
2025,6,29,6,2025-06-29 06:00:00,133.64,91.67,26.01,4.51,71.22,41.87,42.44
2025,6,29,7,2025-06-29 07:00:00,349.05,299.46,27.69,4.6,62.1,18.94,143.42
2025,6,29,8,2025-06-29 08:00:00,549.78,454.93,28.26,5.02,65.43,23.0,213.06
2025,6,29,9,2025-06-29 09:00:00,722.15,627.7,29.86,2.67,65.39,17.44,297.73
2025,6,29,10,2025-06-29 10:00:00,854.42,601.54,29.52,4.33,62.43,39.46,282.95
2025,6,29,11,2025-06-29 11:00:00,937.56,758.34,30.79,4.28,59.51,25.49,352.26
2025,6,29,12,2025-06-29 12:00:00,965.92,751.97,33.95,3.72,63.63,29.53,343.35
2025,6,29,13,2025-06-29 13:00:00,937.56,647.12,35.19,2.45,64.83,41.3,301.24
2025,6,29,14,2025-06-29 14:00:00,854.42,628.09,35.19,4.67,57.75,35.32,288.14
2025,6,29,15,2025-06-29 15:00:00,722.15,488.74,35.09,2.7,60.53,43.1,224.91
2025,6,29,16,2025-06-29 16:00:00,549.78,397.41,35.26,1.81,59.77,36.95,180.17
2025,6,29,17,2025-06-29 17:00:00,349.05,261.97,33.91,1.74,64.6,33.26,128.66
2025,6,29,18,2025-06-29 18:00:00,133.64,96.89,33.04,3.1,62.08,36.67,47.38
2025,6,29,19,2025-06-29 19:00:00,0.0,0.0,31.86,1.24,65.18,30.95,0.0
